"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Affiliations","Authors with affiliations","Document Type","Publication Stage","Open Access","Source","EID"
"Sheard J.; Malmi L.; Szabo C.; Kinnunen P.","Sheard, Judy (7003718377); Malmi, Lauri (6603317699); Szabo, Claudia (24723328900); Kinnunen, Päivi (16239470200)","7003718377; 6603317699; 24723328900; 16239470200","Pair Programming as a Pedagogical Practice: Connections to Computing Education Theories","2025","CompEd 2025 - Proceedings of the ACM Global Computing Education Conference 2025","1","","","57","63","6","0","10.1145/3736181.3747142","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105021400535&doi=10.1145%2f3736181.3747142&partnerID=40&md5=2562164858dffb2a57a2a147e511faeb","Monash University, Melbourne, Australia; Aalto University, Espoo, Finland; The University of Adelaide, Adelaide, Australia; University of Helsinki, Helsinki, Finland","Sheard J., Monash University, Melbourne, Australia; Malmi L., Aalto University, Espoo, Finland; Szabo C., The University of Adelaide, Adelaide, Australia; Kinnunen P., University of Helsinki, Helsinki, Finland","Conference paper","Final","","Scopus","2-s2.0-105021400535"
